id,Geo Point_1,Geo Point_2,CLAVE
1607,19.38703271,-99.21357923,10
1608,19.37911316,-99.22864701,10
1609,19.39062599,-99.21255509,10
1610,19.38257249,-99.21075795,10
1611,19.34524369,-99.22501006,10
1612,19.38931642,-99.2200838,10
1613,19.363546,-99.24031708,10
1614,19.37838042,-99.22167856,10
1615,19.35970431,-99.22001733,10
1616,19.35581823,-99.25916726,10
1617,19.42997768,-99.16867226,15
1618,19.37176159,-99.22052818,10
1619,19.3712304,-99.19313549,10
1620,19.359507,-99.23310762,10
1621,19.34185529,-99.22081467,10
1622,19.42395542,-99.14729179,15
1623,19.5080785,-99.10056103,5
1624,19.55709046,-99.13411548,5
1625,19.53809011,-99.1383567,5
1626,19.56765281,-99.12060607,5
1627,19.28783455,-99.09415998,13
1628,19.24177326,-99.11137475,13
1629,19.24350019,-99.08905492,13
1630,19.24288818,-99.10551053,13
1631,19.29138139,-99.19829383,12
1632,19.30124566,-99.17967025,12
1633,19.2775097,-99.22736612,12
1634,19.23461173,-99.14733022,12
1635,19.19114929,-99.13754053,12
1636,19.25297775,-99.15681126,12
1637,19.28074746,-99.22006635,12
1638,19.27895475,-99.23337472,12
1639,19.30947953,-99.22455913,12
1640,19.48982335,-99.105755,5
1641,19.47714681,-99.08143026,5
1642,19.56128643,-99.14145785,5
1643,19.50314049,-99.08293461,5
1644,19.45670259,-99.08481421,5
1645,19.26882271,-99.22703387,12
1646,19.55521578,-99.12831908,5
1647,19.49558006,-99.1415203,5
1648,19.47188233,-99.08752868,5
1649,19.24772144,-99.11594038,13
1650,19.35648795,-99.30982892,4
1651,19.37567809,-99.07017672,7
1652,19.30383339,-99.0832301,7
1653,19.39311232,-99.2627767,4
1654,19.31961576,-99.31128933,4
1655,19.30801837,-99.26235565,8
1656,19.31528165,-99.25100254,8
1657,19.32035266,-99.25374933,8
1658,19.31224948,-99.26369,8
1659,19.37977338,-99.1480955,14
1660,19.37273101,-99.18340673,14
1661,19.36828457,-99.02968433,7
1662,19.35432971,-99.00310219,7
1663,19.32928151,-99.09628003,7
1664,19.34306601,-99.03141002,7
1665,19.32642957,-99.09806542,7
1666,19.35124357,-99.07864902,7
1667,19.33233845,-99.06106578,7
1668,19.329391,-99.00644004,7
1669,19.35974549,-99.07667316,7
1670,19.3443604,-99.10059851,7
1671,19.28969201,-99.0723348,7
1672,19.36987021,-99.07559613,7
1673,19.37196134,-99.12515534,7
1674,19.32432981,-99.08789216,7
1675,19.30769755,-99.08635153,7
1676,19.36935501,-99.00726839,7
1677,19.32742184,-99.02299175,7
1678,19.38577119,-99.04358027,7
1679,19.40383732,-99.20250902,16
1680,19.44713734,-99.20289069,16
1681,19.4207649,-99.22774282,16
1682,19.43663771,-99.20392909,16
1683,19.45030135,-99.19689005,16
1684,19.45173928,-99.18944514,16
1685,19.42924476,-99.18111909,16
1686,19.44065045,-99.16925645,16
1687,19.32667409,-99.10713278,3
1688,19.35411457,-99.16380804,3
1689,19.34772908,-99.12851809,3
1690,19.3149354,-99.13326222,3
1691,19.32532139,-99.1472975,3
1692,19.30670203,-99.16107301,3
1693,19.30904618,-99.17482063,3
1694,19.34789391,-99.15351076,3
1695,19.30699698,-99.11402519,3
1696,19.31842725,-99.16950603,3
1697,19.34455403,-99.18044744,3
1698,19.43648919,-99.11620928,17
1699,19.43276194,-99.10265143,17
1700,19.39369447,-99.17644449,14
1701,19.45555535,-99.05350324,5
1702,19.49857157,-99.10433713,5
1703,19.49049423,-99.10974447,5
1704,19.47268683,-99.08255649,5
1705,19.47159615,-99.08023393,5
1706,19.47956892,-99.14325889,5
1707,19.20592699,-99.06689271,9
1708,19.46354625,-99.05751399,5
1709,19.29337239,-99.23571267,12
1710,19.28430897,-99.23648152,12
1711,19.2962823,-99.12297665,12
1712,19.55032673,-99.13875145,5
1713,19.56010269,-99.13580099,5
1714,19.30385045,-99.21955456,12
1715,19.27351445,-99.21032576,12
1716,19.29528324,-99.11428029,12
1717,19.27196752,-99.2391172,12
1718,19.28660423,-99.14624039,12
1719,19.21289224,-99.21726397,12
1720,19.29394025,-99.22749383,12
1721,19.27215917,-99.23054298,12
1722,19.27400232,-99.12848737,13
1723,19.26457814,-99.10181353,13
1724,19.24052672,-99.06365515,13
1725,19.26718291,-99.12583264,13
1726,19.24813612,-99.11327686,13
1727,19.30658171,-99.01285623,11
1728,19.30800965,-99.05302449,11
1729,19.31213064,-98.97040128,11
1730,19.23561623,-99.00736134,11
1731,19.49522805,-99.16347111,2
1732,19.48328192,-99.16996421,2
1733,19.28347091,-99.05463972,11
1734,19.28496952,-99.00482886,11
1735,19.47242428,-99.1609482,2
1736,19.37179332,-99.22683333,10
1737,19.37148333,-99.2092728,10
1738,19.35301393,-99.25345518,10
1739,19.38212662,-99.21182296,10
1740,19.39876405,-99.21119582,10
1741,19.39684712,-99.19355695,10
1742,19.38685616,-99.21787413,10
1743,19.41475049,-99.1762104,15
1744,19.45887595,-99.12502614,15
1745,19.35751753,-99.25063682,10
1746,19.40719662,-99.14463135,15
1747,19.3776791,-99.2467156,10
1748,19.38027728,-99.24030944,10
1749,19.38648831,-99.12984078,6
1750,19.40777318,-99.06580287,6
1751,19.39594499,-99.12515862,6
1752,19.37568875,-99.20047791,10
1753,19.47507212,-99.15043136,2
1754,19.38640305,-99.20547347,10
1755,19.44537745,-99.13333202,15
1756,19.41950426,-99.13876156,15
1757,19.41075652,-99.14176666,15
1758,19.41517312,-99.139278,15
1759,19.36360698,-99.29542783,4
1760,19.33092403,-99.03015479,7
1761,19.32386414,-99.05823928,7
1762,19.3176663,-99.0403198,7
1763,19.3216708,-99.02820152,7
1764,19.32438689,-99.10078185,7
1765,19.34139793,-99.06085267,7
1766,19.37586676,-99.1109499,7
1767,19.28915356,-99.0699084,7
1768,19.30713993,-99.08766183,7
1769,19.28932037,-99.07290657,7
1770,19.40019056,-99.15251203,14
1771,19.44942019,-99.18939868,16
1772,19.3592722,-99.1487837,14
1773,19.36574959,-99.28808358,4
1774,19.31592103,-99.33179601,4
1775,19.31676072,-99.24646701,8
1776,19.36749962,-99.29013048,4
1777,19.32474183,-99.22519748,8
1778,19.37631895,-99.1748165,14
1779,19.36410582,-99.17406489,14
1780,19.29769947,-99.06839377,7
1781,19.38721323,-99.04910712,7
1782,19.46070937,-99.13065295,15
1783,19.41040672,-99.13801454,15
1784,19.44442339,-99.15945918,15
1785,19.43857111,-99.1646939,15
1786,19.37689175,-99.04035547,7
1787,19.44593673,-99.2125963,16
1788,19.46034567,-99.19678126,16
1789,19.44021714,-99.22387021,16
1790,19.40545175,-99.19267769,16
1791,19.43725561,-99.22835188,16
1792,19.44455007,-99.19692134,16
1793,19.42028374,-99.08882152,17
1794,19.44424271,-99.10486259,17
1795,19.313031,-99.10960165,3
1796,19.33507115,-99.14396928,3
1797,19.3008671,-99.15739395,3
1798,19.33621377,-99.13353459,3
1799,19.33583695,-99.13953075,3
1800,19.34677069,-99.1578411,3
1801,19.33397966,-99.17450633,3
1802,19.34199526,-99.17667344,3
1803,19.30640204,-99.1762092,3
1804,19.30817223,-99.17205632,3
1805,19.33998809,-99.13030769,3
1806,19.43160399,-99.11267757,17
